favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
42042,Twitter for iPhone,We will be having a big rally for Governor @MattBevin on Monday night in Kentucky. Get your tickets today! https://t.co/uoPhCLGHpH,,False,Wed Oct 30 19:49:44 +0000 2019,12970,1189630486886395906
61899,Twitter for iPhone,"“I never saw so many subpoenas!” @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript, or listen to the New Ukraine President’s statement, NO PRESSURE! This is a Democrat Con Job. Impeach Schiff for FRAUD!",,False,Sat Oct 12 03:25:36 +0000 2019,16375,1182859837316583424
39260,Twitter for iPhone,"....Your current Governor, John Bel Edwards, has done a poor job with economic development (last in nation) and auto insurance (highest in nation) wants to raise your taxes BIG - vote for Eddie starting Saturday!",realDonaldTrump,False,Wed Oct 30 18:44:32 +0000 2019,10316,1189614078534311936
92778,Twitter for iPhone,"All of this impeachment nonsense, which is going nowhere, is driving the Stock Market, and your 401K’s, down. But that is exactly what the Democrats want to do. They are willing to hurt the Country, with only the 2020 Election in mind!",,False,Wed Oct 02 15:19:09 +0000 2019,26697,1179415529074900992
98035,Twitter for iPhone,Looks good to me! https://t.co/3aHn7y3ZxI,,False,Wed Oct 16 03:15:40 +0000 2019,21502,1184306888864874496
368539,Twitter for iPhone,Something very big has just happened!,,False,Sun Oct 27 01:23:39 +0000 2019,74679,1188264965930700801
59254,Twitter for iPhone,"Mississippi, there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee, @TateReeves. Tate is strong on Crime, tough on Illegal Immigration, and will protect your Second Amendment....",,False,Tue Oct 15 15:57:15 +0000 2019,16148,1184136158860730369
100669,Twitter for iPhone,"Shifty Schiff now seems to think they don’t need the Whistleblower, who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also, the second Whistleblower is no longer even mentioned!",,False,Tue Oct 15 00:17:05 +0000 2019,27320,1183899559124189184
81911,Twitter for iPhone,"Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers, no questions, no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!",,False,Wed Oct 16 11:46:25 +0000 2019,21933,1184435422346305537
73643,Twitter for iPhone,"So nice, thank you! https://t.co/UjgDeHSK7C",,False,Mon Oct 28 20:36:10 +0000 2019,16578,1188917392761479168
